bentuk_pendidikan,nama,npsn,status,alamat,desa,kecamatan,lintang,bujur
SMP,SMP NGURAH RAI PECATU,50101619,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
SMP,SMP NUSA DUA,50103609,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
SMP,SMP TAMAN RAMA JIMBARAN,50103881,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
SMP,SMP TAMAN SASTRA,50101630,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
SMP,SMP Tunas Kasih,69946267,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
SMP,SMP WERDI SASTRA,70008276,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
SMP,SMP WIDIATMIKA,50105460,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK NEGERI PEMBINA KUTA SELATAN,69990716,Negeri,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,PAUD BINTANG TIMUR,69900166,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,PAUD DINI KUMARA,69878298,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,PAUD MUTIARA BUNDA,69878297,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,PAUD Permata Udayana,69878288,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK AISYIYAH BADUNG,69878296,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK AISYIYAH BUSTANUL ATHFAL MENTARI NUSA DUA,70025272,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK ANAK PELANGI,70008145,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK Anugrah Dewata,69932580,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK ARUNA MULIA NUSA DUA,70010301,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK BAHTERA BUKIT ZAITUN,70008141,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK BALI LIFE SCHOOL,70008661,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK Bintang Mandiri,69911978,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK BINTANG PRATAMA,69878290,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK Buana Kumara Ungasan,69912483,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK BUKIT SUNRISE SCHOOL,69878285,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK CAHAYA BANGSA JIMBARAN,70008136,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK CENDEKIA HARAPAN,50104670,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK DIRGAYUSA,50104686,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK DUNIA BINTANG,70004275,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK DUTA KUSUMA,50104687,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK FIRST BRIDGE TANJUNG BENOA,70006464,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK GANARIA,50104690,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK GARUDA BILINGUAL SCHOOL,50104644,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK GAYATRI,69878286,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK GIRI KUMARA,50104694,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,Tk Giri Sari Kumara,69878289,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK KENCANA KUMARA,50104710,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK KUMARA MANDALA,50104648,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK KUMARA SARI IV,50104718,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK KUSUMA DARMA,50104649,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK LENTERA HATI,69896920,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK MENTARI FAJAR,69878294,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK Mutiara,69975389,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK NIRARTHA I BUALU,50104740,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK NIRARTHA II BUALU,50104741,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK NIRARTHA III BUALU,50104742,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK NUANSA UDAYANA,50104743,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK Nuansa Udayana Siligita,69878299,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK PELANGI JIMBARAN,50104744,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK PENTA TAMAN SARI,50104745,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK PERMATA KASIH,69950473,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK Pradnyan,69878287,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK PREMA SHANTI,50104653,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK PURI GADING,50104750,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK PUTRA PERTIWI,50104752,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK SHIVAGANGGA,69878284,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK TADIKA PURI,69878292,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK TAMAN EDEN JIMBARAN,69965641,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK TAMAN GRIYA,50104769,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK Taman Rama,69912066,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK TAT TWAM ASI,50104656,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK TRI EKA DHARMA LOKA,50104773,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK TUNAS KASIH,50104776,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK WERDI SASTRA,69993068,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK WIDIATMIKA,50104791,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK WIDYA KUMARA,50104794,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK WIDYA KUMARA,69982521,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK WIDYA KUMARA PECATU,70039141,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK. DAMAR BALI SCHOOL,70030607,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK.DOMINIKAN ROSARIO SUCI DARI POMPEI,70035777,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TK,TK.JALADI KUMARA,69878291,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TPA,PAUD MUTIARA BUNDA,69878401,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TPA,TPA FIRST BRIDGE TANJUNG BENOA,70006461,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TPA,TPA NUANSA UDAYANA,69878399,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TPA,TPA PERMATA UDAYANA,69878398,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TPA,TPA SHANTI DAY CARE,70004267,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
TPA,TPA. DAMAR BALI SCHOOL,70030732,Swasta,-,NULL,Kuta Selatan,-8.603966,115.1770912
KB,KB Aisyiyah Dalung,69916426,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB Bali Kiddy,69911970,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB CETTA BEVERLY INDONESIA,70045059,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB DUTA ANAK,70008396,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB Fajar Harapan,69912065,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB IMANUEL,69878352,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB ISMILE ALAM ATELIER,70032577,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB Kalam Kudus,69948496,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB KUSUMA BUDAYA,69951950,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB Little Steps,69911989,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB Lollypop,69912012,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB MULTI-Q,69878348,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB NEO GENESIS,70004160,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB PELITA KASIH,69877351,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB SILA KUMARA,69914842,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB TAMAN ANAK DUNIA PLUS,69990721,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB TEGALJAYA,69878351,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB THOMAS AQUINO,69878353,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB. BILINGUAL COMMUNITY SCHOOL,70035773,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB. UMALAS,70036248,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,PAUD CIS BALI,69878354,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,POM-POM SCHOOL,69878347,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
PKBM,PKBM ProEducation,P9984848,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
PKBM,PKBM WIDYA PRAMANA,P2966280,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
PKBM,PKBM WIDYA SENTANA,P2966282,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
SKB,SKB Kabupaten Badung,P9962766,Negeri,-,NULL,Kuta Utara,-8.603966,115.1770912
SMP,SMP NEGERI 1 KUTA UTARA,50101653,Negeri,-,NULL,Kuta Utara,-8.603966,115.1770912
SMP,SMP Negeri 2 Kuta Utara,50105571,Negeri,-,NULL,Kuta Utara,-8.603966,115.1770912
SMP,SMP Negeri 3 Kuta Utara,69979059,Negeri,-,NULL,Kuta Utara,-8.603966,115.1770912
SMP,SMP Negeri 4 Kuta Utara,69991682,Negeri,-,NULL,Kuta Utara,-8.603966,115.1770912
SMP,SMP Bali Kiddy,69984892,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
SMP,SMP BUDI UTAMA KEROBOKAN,50101625,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
SMP,SMP Cerdas Insan Sejahtera (CIS) Bali,69893244,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
SMP,SMP Highscope Indonesia-Bali,69874376,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
SMP,SMP K 2 HARAPAN,50101628,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
SMP,SMP K. THOMAS AQUINO,50101645,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
SMP,SMP KALAM KUDUS,50103925,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
SMP,SMP NGURAH RAI KEROBOKAN,50101629,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
SMP,SMP PANCASILA CANGGU,50101618,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
SMP,SMP TEGAL JAYA,50101631,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
SMP,SMP Tiara Nirwana,69957074,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK KUNCUP MEKAR,69959023,Negeri,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,PAUD CIS BALI,69893236,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK ADHYAKSA KEJAKSAAN TINGGI BALI,70011236,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK AISYIYAH BUSTANUL ATHFAL MENTARI TIBUBENENG,50104732,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK AISYIYAH DALUNG,69952765,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK ASTHA GHANA KUMARA,69878314,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK Bali Kiddy,69917771,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK CETTA BEVERLY INDONESIA,70023745,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK DEWI KUNTI I,50104673,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK DEWI KUNTI II,50104674,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK DHARMA KUMARA I TIBUBENENG,50104677,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK DHARMA KUMARA II,69914854,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK DHARMA KUMARA II CANGGU,50104679,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK Dharma Werti,69912020,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK DUTA ANAK,70008384,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK Duta Bina Bhuana School,69934126,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK DUTA KASIH,50104641,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK FAJAR HARAPAN,50104689,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK HIGHSCOPE INDONESIA BALI,69878310,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK IMANUEL,50104695,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK ISMILE ALAM ATELIER,70032576,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK JAYA TUNAS BANGSA,69878313,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK KALAM KUDUS,50104703,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK KUSUMA BUDAYA,50104728,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK Little Steps Preschool,69916379,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK MEKAR JAYA,50104731,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK MULTI-Q,50104650,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK NASIONAL,50104735,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK NEO GENESIS,70003779,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK NGURAH RAI,69878306,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK PADMA SANDY KUMARA,50104652,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK PAUD ABK FAJAR HARAPAN,70023625,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK PELANGI KASIH BALI,69914849,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK POM-POM,69878309,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK PRADNYANDARI I,50104746,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK PRADNYANDARI II,50104747,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK PRADNYANDARI III,50104748,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK PRO EDUCATION,70008644,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK SATRIA KUMARA,69914845,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK SILA KUMARA,69878311,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK SINAR PERSADA,69979912,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK TAMAN ANAK DUNIA PLUS,69990722,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK THOMAS AQUINO,50104771,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK TIARA KASIH,50104772,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK TUNAS MEKAR I DALUNG,50104779,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK TUNAS MEKAR II,50104780,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK WIDYA KUMARA DALUNG,50104796,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK WIDYA KUMARA UMALAS,50104801,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK WIDYA MAHA GANGGA,50104802,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK WIDYA PUSPITA,50104804,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK. BILINGUAL COMMUNITY SCHOOL,70035775,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK. PELITA KASIH,69877350,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TK. UMALAS,70036249,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TK,TKK TEGAL JAYA,50104770,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TPA,TPA GRAHA ANAK,69990623,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TPA,TPA PADMA SANDY KUMARA,69991308,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TPA,TPA PELITA KASIH,69877352,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TPA,TPA SILA KUMARA,69878402,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TPA,TPA UNIK DAY CARE,69980778,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TPA,TPA. BILINGUAL COMMUNITY SCHOOL,70035774,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
TPA,TPA. UMALAS,70036250,Swasta,-,NULL,Kuta Utara,-8.603966,115.1770912
KB,KB Eka Satya Cipta Dharma,69878358,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
KB,KB GIRI KUMARA SOBANGAN,69878373,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
KB,KB GRAHA KUMARA,69878367,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
KB,KB KUNCUP MANDIRI,69878355,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
KB,KB MEKAR KUSUMA,69878359,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
KB,KB NININING,69878363,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
KB,KB PANGKAJA ALIT,69878357,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
KB,KB PAUD KIDS FANTASI CAMP,69878371,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
KB,KB PRA KUMARA DHARMA KERTI,69878364,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
KB,KB Sanjiwani Kumara Agung,69911987,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
KB,KB WARA KERTA NUGRAHA,69878372,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
KB,KB WIDYA KENCANA,69950709,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
KB,KB WIDYA KUMARA TANGEB,69878362,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
KB,KB WIDYA KUMARA TIRTA,69878369,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
KB,Paud Adi Kumara,69878410,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
KB,PAUD WIDYA BHAKTI KUMARA,69878361,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
PKBM,PKBM BUDI LUHUR,P2966281,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
PKBM,PKBM PUTRA PINATIH,P9998673,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
SMP,SMP NEGERI 1 MENGWI,50101654,Negeri,-,NULL,Mengwi,-8.603966,115.1770912
SMP,SMP NEGERI 2 MENGWI,50101633,Negeri,-,NULL,Mengwi,-8.603966,115.1770912
SMP,SMP NEGERI 3 MENGWI,50101637,Negeri,-,NULL,Mengwi,-8.603966,115.1770912
SMP,SMP NEGERI 4 MENGWI,50103608,Negeri,-,NULL,Mengwi,-8.603966,115.1770912
SMP,SMP Negeri 5 Mengwi,69821177,Negeri,-,NULL,Mengwi,-8.603966,115.1770912
SMP,SMP Negeri 6 Mengwi,69979069,Negeri,-,NULL,Mengwi,-8.603966,115.1770912
SMP,SMP Negeri 7 Mengwi,69979068,Negeri,-,NULL,Mengwi,-8.603966,115.1770912
SMP,SMP DHARMA SASTRA,50101626,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
SMP,SMP SENI UKIR TANGEB,50101612,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
SMP,SMP SWADHYAYA SENI UKIR PENARUNGAN,50101615,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
SMP,SMP SWASTIKA,50101616,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
SMP,SMP WIDHYA BRATA MENGWI,50101646,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK NEGERI PEMBINA BADUNG,50104737,Negeri,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK ABDI KUMARA ABIANBASE,50104659,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK BHAKTI YOGA KUMARA,50104661,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK BIMS,69878316,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK BUDHI KUMARA SOBANGAN,50104665,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK DHARMA KUMARA I BUDUK,50104676,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK DHARMA KUMARA II TUMBAKBAYUH,50104680,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK DHARMA KUMARA III PERERENAN,50104681,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK DHARMA KUMARA IV BUDUK,50104683,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK GIRI KUMARA SOBANGAN,69878322,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK GRAHA KUMARA,69878319,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK KUMARA DHARMA KERTI,69878317,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK KUMARA SARI I PENARUNGAN,50104715,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK KUMARASTANA I KAPAL,50104719,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK KUMARASTANA II KAPAL,50104720,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK KUMARASTANA III KAPAL,50104721,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK KUNTI KUMARA GULINGAN,69878321,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK NARA BUDHI SUARI,50104734,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK NININING,50104739,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK SANJIWANI KUMARA AGUNG,69928902,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK SATYA KUMARA I MENGWITANI,50104753,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK SATYA KUMARA II MENGWITANI,50104754,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK SETYA BUDHI I MENGWITANI,50104755,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK SETYA BUDHI III MENGWITANI,50104756,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK SETYA BUDHI IV MENGWITANI,50104757,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK SHANTI KUMARA I LUKLUK,50104758,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK SHANTI KUMARA II,50104760,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK SHANTI KUMARA III SEMPIDI,50104761,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK SHANTI KUMARA IV MENGWI,50104762,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK SHANTI KUMARA V LUKLUK,50104763,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK Wara Kerta Nugraha,69912198,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK WARUNA KUMARA I CEMAGI,50104786,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK WERDI KUMARA,50104787,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK WIDHYA BRATA,69878320,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK WIDYA BHAKTI KUMARA,69878315,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK WIDYA KENCANA,69950710,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK WIDYA KUMARA,50104795,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK WIDYA KUMARA I MUNGGU,50104797,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK WIDYA KUMARA TANGEB,50104799,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK WIDYA KUMARA TIRTA,50104809,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK YUDISTIRA KUMARA I SEMBUNG,50104807,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK YUDISTIRA KUMARA II SEMBUNG,50104808,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK. KIDS FANTASI CAMP,69967191,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK. MEKAR JAYA 2 SEMPIDI,70042270,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TK,TK. UDIYANA KUMARA I MENGWI,50104783,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
TPA,TPA Suarcare,69932586,Swasta,-,NULL,Mengwi,-8.603966,115.1770912
KB,KB BINA SELARAS,69878390,Swasta,-,NULL,Petang,-8.603966,115.1770912
KB,KB GIRI KUSUMA,69878395,Swasta,-,NULL,Petang,-8.603966,115.1770912
KB,KB GIRI SANTIKA,69878396,Swasta,-,NULL,Petang,-8.603966,115.1770912
KB,KB GIRI TUNAS KUMARA,69967082,Swasta,-,NULL,Petang,-8.603966,115.1770912
KB,KB KARTIKA YASA IV,69878392,Swasta,-,NULL,Petang,-8.603966,115.1770912
KB,KB SUCI LAKSANA KUNTI,69878393,Swasta,-,NULL,Petang,-8.603966,115.1770912
KB,KB WIDYA SASTRA PRATAMA,69878391,Swasta,-,NULL,Petang,-8.603966,115.1770912
PKBM,PKBM WIDYA GIRI,P9948365,Swasta,-,NULL,Petang,-8.603966,115.1770912
SMP,SMP NEGERI 1 PETANG,50101644,Negeri,-,NULL,Petang,-8.603966,115.1770912
